case,current_status,aor_date,stream,dependents,province,nationality,residence,visa_office,med_passed_date,add_docs_request_date,rprf_paid_date,ss_start_date,final_decision,final_decision_date,state
21689,PPR,2017-06-11,CEC,1,None,India,Canada,Ottawa,2017-08-09,None,2017-06-11,None,PPR,2017-11-09,Active
27985,PPR,2017-06-11,CEC,0,None,India,Canada,Unspecified,2017-07-28,2017-08-08,2017-06-11,None,PPR,2017-10-20,Active
23542,PPR,2017-06-11,FSW-Outland,1,None,South Africa,South Africa,Pretoria,2017-07-08,None,2017-06-11,None,PPR,2017-09-26,Active
21720,PPR,2017-06-11,FSW-Outland,1,None,Russia,Russia,Ottawa,2017-07-10,None,2017-06-11,None,PPR,2017-11-21,Active
21202,PPR,2017-06-11,FSW-Outland,2,None,India,India,Unspecified,2017-07-08,None,2017-06-11,None,PPR,2017-11-16,Active
27014,PPR,2017-06-11,CEC,0,None,Viet Nam,Canada,Unspecified,2017-08-10,None,2017-06-11,None,PPR,2017-10-17,Active
21086,PPR,2017-06-11,CEC,2,None,Philippines,UAE,Ottawa,2017-07-28,2017-09-20,2017-06-11,None,PPR,2017-10-25,Active
22497,PPR,2017-06-11,CEC,1,None,India,Canada,Ottawa,2017-08-09,None,2017-06-11,None,PPR,2017-10-03,Active
26105,PPR,2017-06-11,FSW-Outland,1,None,India,India,Ottawa,2017-07-09,None,2017-06-11,None,PPR,2017-09-06,Active
22774,PPR,2017-06-11,FSW-Outland,0,None,India,India,Unspecified,2017-07-08,None,2017-06-11,None,PPR,2017-08-31,Active
27584,PPR,2017-06-11,FSW-Outland,1,None,USA,USA,Unspecified,2017-07-12,None,2017-06-11,None,PPR,2017-08-28,Active
21331,PPR,2017-06-11,FSW-Outland,2,None,Philippines,Philippines,Manila,2017-07-08,2017-07-27,2017-07-23,None,PPR,2017-08-15,Active
20903,PPR,2017-06-11,FSW-Outland,3,None,India,Singapore,Unspecified,2017-07-08,None,2017-06-11,None,PPR,2017-08-22,Active
27198,PPR,2017-06-11,FSW-Outland,1,None,Philippines,Philippines,Manila,2017-07-09,None,2017-06-11,None,PPR,2017-08-22,Active
21241,PPR,2017-06-11,FSW-Outland,2,None,India,India,New Delhi,2017-07-12,None,2017-06-11,None,PPR,2017-08-09,Active
25116,PPR,2017-06-11,FSW-Outland,4,None,India,India,New Delhi,2017-07-13,None,2017-06-11,None,PPR,2017-08-09,Active
20920,PPR,2017-06-11,FSW-Outland,2,None,India,India,Ottawa,2017-07-08,2017-07-25,2017-06-11,None,PPR,2017-08-09,Active
23164,PPR,2017-06-11,FSW-Outland,2,None,India,UAE,Abu Dhabi,2017-07-10,None,2017-06-11,None,PPR,2017-07-20,Active
23467,Medicals Passed,2017-06-10,FSW-Outland,3,None,Pakistan,Bahrain,London,2017-07-11,2017-11-20,2017-06-10,None,None,Pending,Inactive
21592,Medicals Passed,2017-06-10,FSW-Outland,0,None,Lebanon,Lebanon,Paris,2017-07-08,None,2017-06-10,None,None,Pending,Inactive
25478,PPR,2017-06-10,FSW-Outland,2,None,India,India,Ottawa,2017-07-07,None,2017-06-10,None,PPR,2017-12-06,Active
20926,PPR,2017-06-10,FSW-Outland,2,None,India,India,Ottawa,2017-07-08,None,2017-06-10,None,PPR,2017-10-26,Active
33005,PPR,2017-06-10,FSW-Outland,0,None,India,India,Unspecified,2017-07-10,None,2017-06-10,None,PPR,2017-11-16,Active
30950,PPR,2017-06-10,CEC,2,None,India,Canada,Ottawa,2017-08-09,2017-09-13,2017-06-10,None,PPR,2017-10-05,Active
21469,PPR,2017-06-10,CEC,0,None,India,Canada,Unspecified,2017-08-10,None,2017-06-10,None,PPR,2017-10-04,Active
25352,PPR,2017-06-10,FSW-Outland,2,None,United Kingdom,United Kingdom,Unspecified,2017-07-10,2017-07-07,2017-08-15,None,PPR,2017-08-26,Active
15902,PPR,2017-06-10,FSW-Outland,3,None,India,Qatar,Abu Dhabi,2017-07-07,None,2017-06-10,None,PPR,2017-08-17,Active
23264,PPR,2017-06-10,FSW-Outland,1,None,Zimbabwe,Zimbabwe,Pretoria,2017-07-08,2017-07-08,2017-06-10,None,PPR,2017-08-15,Active
25105,PPR,2017-06-10,FSW-Outland,2,None,India,India,Ottawa,2017-07-08,None,2017-06-10,None,PPR,2017-08-09,Active
21411,PPR,2017-06-10,FSW-Outland,2,None,India,India,New Delhi,2017-07-08,None,2017-06-10,None,PPR,2017-08-09,Active
21882,PPR,2017-06-10,FSW-Outland,3,None,Nigeria,Nigeria,Accra,2017-07-07,None,2017-06-10,None,PPR,2017-08-05,Active
20889,PPR,2017-06-10,FSW-Outland,0,None,India,India,Ottawa,2017-07-07,None,2017-06-10,None,PPR,2017-08-02,Active
25853,PPR,2017-06-10,FSW-Inland,2,None,India,Canada,Ottawa,2017-07-10,None,2017-06-10,None,PPR,2017-08-03,Active
22267,Refused,2017-06-10,FSW-Outland,0,None,Iran,Iran,Unspecified,2017-07-07,None,2017-06-09,None,Refused,2017-07-24,Active
20876,PPR,2017-06-09,FSW-Outland,1,None,"Palestine, State of",Lebanon,Paris,2017-07-20,None,2017-06-09,None,PPR,2018-09-11,Active
22856,PPR,2017-06-09,FSW-Outland,4,None,Turkey,Turkey,Ottawa,2017-07-07,2017-08-02,2017-06-09,2017-09-23,PPR,2018-07-13,Active
27992,PPR,2017-06-09,CEC,0,None,Unspecified,Canada,Unspecified,2017-08-09,None,2017-06-09,None,PPR,2017-09-22,Active
39096,Medicals Passed,2017-06-09,PNP-Outland,1,Saskatchewan,India,India,New Delhi,2017-07-26,None,2017-06-11,None,None,Pending,Inactive
38580,Medicals Passed,2017-06-09,FSW-Outland,3,None,Nigeria,Nigeria,Ottawa,2017-07-07,None,2017-06-09,None,None,Pending,Inactive
26869,PPR,2017-06-09,CEC,0,None,Nigeria,Canada,Ottawa,2017-08-17,None,2017-06-09,None,PPR,2017-11-02,Active
21481,PPR,2017-06-09,CEC,1,None,India,USA,New Delhi,2017-08-16,2017-10-10,2017-06-09,None,PPR,2017-12-11,Active
27399,PPR,2017-06-09,CEC,3,None,Jamaica,Canada,Ottawa,2017-08-09,None,2017-06-09,None,PPR,2017-09-26,Active
22286,PPR,2017-06-09,FSW-Outland,2,None,India,India,New Delhi,2017-07-12,2017-07-08,2017-06-09,None,PPR,2017-11-30,Active
28036,Medicals Passed,2017-06-09,FSW-Outland,2,None,Unspecified,India,Ottawa,2017-07-07,None,2017-06-09,None,None,Pending,Inactive
27342,PPR,2017-06-09,FSW-Outland,3,None,India,India,New Delhi,2017-08-10,None,2017-06-09,None,PPR,2017-11-16,Active
28508,PPR,2017-06-09,PNP-Outland,1,Nova Scotia,India,India,New Delhi,2017-08-10,None,2017-06-09,None,PPR,2017-11-16,Active
22131,PPR,2017-06-09,PNP-Outland,3,Ontario,India,India,New Delhi,2017-08-10,None,2017-06-09,None,PPR,2017-11-16,Active
28140,PPR,2017-06-09,FSW-Outland,3,None,India,India,New Delhi,2017-07-07,None,2017-06-09,None,PPR,2017-11-16,Active
21029,PPR,2017-06-09,PNP-Outland,2,Ontario,India,India,New Delhi,2017-08-10,None,2017-06-09,None,PPR,2017-11-16,Active
20786,Medicals Passed,2017-06-09,PNP-Outland,1,Ontario,India,India,New Delhi,2017-08-11,None,2017-06-09,None,None,Pending,Inactive
33474,Medicals Passed,2017-06-09,PNP-Outland,1,Ontario,India,India,New Delhi,2017-08-14,None,2017-06-09,None,None,Pending,Inactive
33268,PPR,2017-06-09,FSW-Outland,0,None,Unspecified,Unspecified,Unspecified,2017-07-08,None,2017-06-09,None,PPR,2017-11-03,Active
20841,Medicals Passed,2017-06-09,FSW-Outland,3,None,India,Saudi Arabia,London,2017-07-07,None,2017-06-09,None,None,Pending,Inactive
20788,PPR,2017-06-09,FSW-Outland,2,None,Zimbabwe,Zimbabwe,Pretoria,2017-07-07,2017-09-26,2017-06-09,None,PPR,2017-10-31,Active
20942,PPR,2017-06-09,FSW-Outland,4,None,Philippines,Singapore,Singapore,2017-07-09,2017-07-11,2017-06-09,None,PPR,2017-10-31,Active
32846,Medicals Passed,2017-06-09,CEC,1,None,India,Canada,Unspecified,2017-08-18,None,2017-06-09,None,None,Pending,Inactive
22559,Medicals Passed,2017-06-09,FSW-Outland,2,None,India,India,Unspecified,2017-07-07,2017-07-27,2017-06-09,None,None,Pending,Inactive
20818,PPR,2017-06-09,CEC,0,None,India,Canada,Ottawa,2017-08-09,None,2017-06-09,None,PPR,2017-10-25,Active
25739,PPR,2017-06-09,CEC,1,None,India,Canada,Ottawa,2017-08-15,None,2017-06-09,None,PPR,2017-10-25,Active
20742,PPR,2017-06-09,CEC,2,None,Brazil,Canada,Ottawa,2017-08-10,None,2017-06-09,None,PPR,2017-10-05,Active
30669,PPR,2017-06-09,CEC,2,None,China,Canada,Ottawa,2017-08-09,None,2017-06-09,None,PPR,2017-10-04,Active
22716,Medicals Passed,2017-06-09,FSW-Outland,0,None,Pakistan,Pakistan,Unspecified,2017-07-12,None,2017-06-09,None,None,Pending,Inactive
20798,PPR,2017-06-09,CEC,0,None,China,Canada,Unspecified,2017-08-09,None,2017-06-09,None,PPR,2017-10-02,Active
24243,Medicals Passed,2017-06-09,CEC,3,None,Poland,Canada,Unspecified,2017-09-18,None,2017-06-09,None,None,Pending,Inactive
29394,PPR,2017-06-09,CEC,0,None,India,Canada,Unspecified,2017-08-09,None,2017-06-09,None,PPR,2017-09-29,Active
26435,PPR,2017-06-09,CEC,0,None,China,Canada,Unspecified,2017-08-09,None,2017-06-09,None,PPR,2017-09-29,Active
21204,e-APR AOR,2017-06-09,CEC,0,None,China,Canada,Unspecified,Pending,None,2017-06-09,None,None,Pending,Inactive
30799,Medicals Passed,2017-06-09,PNP-Outland,0,None,India,India,Unspecified,2017-05-31,None,2017-06-09,None,None,Pending,Inactive
30789,PPR,2017-06-09,CEC,3,None,Sri Lanka,Canada,Ottawa,2017-08-08,None,2017-06-09,None,PPR,2017-09-27,Active
24431,PPR,2017-06-09,CEC,2,None,India,Canada,Ottawa,2017-08-16,None,2017-06-09,None,PPR,2017-09-26,Active
20674,PPR,2017-06-09,FSW-Outland,1,None,Nigeria,Nigeria,Accra,2017-07-08,None,2017-06-09,None,PPR,2017-09-06,Active
22209,PPR,2017-06-09,FSW-Outland,2,None,South Africa,South Africa,Pretoria,2017-07-08,2017-07-26,2017-07-26,None,PPR,2017-09-02,Active
20816,PPR,2017-06-09,FSW-Outland,2,None,India,India,Ottawa,2017-07-07,None,2017-07-27,None,PPR,2017-08-29,Active
28041,PPR,2017-06-09,FSW-Outland,1,None,India,India,Unspecified,2017-07-07,None,2017-06-09,None,PPR,2017-08-28,Active
25826,PPR,2017-06-09,CEC,3,None,India,Canada,Ottawa,2017-08-08,None,2017-06-09,None,PPR,2017-08-24,Active
25131,PPR,2017-06-09,CEC,2,None,India,Canada,Unspecified,2017-08-08,None,2017-06-09,None,PPR,2017-08-23,Active
20776,PPR,2017-06-09,FSW-Outland,2,None,Jamaica,Jamaica,Unspecified,2017-07-13,2017-08-08,2017-06-09,None,PPR,2017-08-22,Active
23682,PPR,2017-06-09,FSW-Outland,1,None,Nepal,Denmark,Unspecified,2017-07-18,2017-07-07,2017-07-27,None,PPR,2017-08-19,Active
26213,PPR,2017-06-09,FSW-Outland,4,None,United Kingdom,Belgium,Paris,2017-07-07,None,2017-06-09,None,PPR,2017-08-16,Active
20913,PPR,2017-06-09,FSW-Outland,0,None,India,India,Unspecified,2017-07-09,None,2017-06-09,None,PPR,2017-08-10,Active
24172,PPR,2017-06-09,FSW-Outland,3,None,Pakistan,Pakistan,Unspecified,2017-07-09,None,2017-06-09,None,PPR,2017-08-14,Active
20769,PPR,2017-06-09,FSW-Outland,3,None,India,Singapore,Unspecified,2017-07-08,None,2017-07-27,None,PPR,2017-08-15,Active
24322,PPR,2017-06-09,FSW-Outland,4,None,India,India,Ottawa,2017-07-08,None,2017-06-09,None,PPR,2017-08-09,Active
21407,PPR,2017-06-09,FSW-Outland,2,None,India,India,Ottawa,2017-07-08,2017-08-04,2017-07-27,None,PPR,2017-08-10,Active
20931,PPR,2017-06-09,FSW-Outland,1,None,United Kingdom,United Kingdom,London,2017-06-27,None,2017-06-10,None,PPR,2017-08-05,Active
21233,PPR,2017-06-08,PNP-Outland,5,None,Madagascar,Switzerland,Paris,2017-08-11,None,2017-06-08,None,PPR,2018-04-06,Active
20865,Medicals Passed,2017-06-08,FSW-Outland,1,None,Nigeria,Nigeria,Accra,2017-07-07,None,2017-06-08,None,None,Pending,Inactive
22708,PPR,2017-06-08,CEC,1,None,India,Canada,Ottawa,2017-12-06,None,2017-06-08,None,PPR,2017-12-19,Active
20759,PPR,2017-06-08,FSW-Outland,2,None,India,India,New Delhi,2017-07-10,None,2017-06-08,None,PPR,2017-11-16,Active
20709,PPR,2017-06-08,CEC,1,None,South Korea,Canada,Ottawa,2017-08-16,2017-10-01,2017-10-27,None,PPR,2017-10-27,Active
22510,PPR,2017-06-08,FSW-Outland,0,None,Pakistan,Pakistan,London,2017-07-07,None,2017-06-08,None,PPR,2017-11-08,Active
26906,Medicals Passed,2017-06-08,CEC,0,None,Australia,Canada,Unspecified,2017-08-14,2017-08-16,2017-06-08,None,None,Pending,Inactive
31394,Medicals Passed,2017-06-08,CEC,0,None,India,Canada,Unspecified,2017-08-15,2017-09-27,2017-06-08,None,None,Pending,Inactive
20712,PPR,2017-06-08,FSW-Outland,1,None,Nigeria,Nigeria,Accra,2017-07-07,None,2017-06-08,None,PPR,2017-08-31,Active
23780,PPR,2017-06-08,CEC,0,None,China,Canada,Ottawa,2017-08-09,None,2017-06-08,None,PPR,2017-09-27,Active
27018,PPR,2017-06-08,CEC,3,None,India,Canada,Unspecified,2017-08-14,None,2017-08-29,None,PPR,2017-09-22,Active
22127,PPR,2017-06-08,FSW-Outland,1,None,India,India,Ottawa,2017-07-07,2017-08-10,2017-06-08,None,PPR,2017-09-13,Active
20700,PPR,2017-06-08,FSW-Outland,0,None,India,India,Ottawa,2017-07-11,None,2017-08-16,None,PPR,2017-08-29,Active
24539,PPR,2017-06-08,FSW-Outland,1,None,India,India,Ottawa,2017-07-07,None,2017-06-08,None,PPR,2017-09-05,Active
20888,PPR,2017-06-08,FSW-Outland,1,None,India,India,Ottawa,2017-07-08,None,2017-08-09,None,PPR,2017-09-01,Active
20732,PPR,2017-06-08,FSW-Inland,1,None,China,Canada,Ottawa,2017-07-06,2017-07-06,2017-06-08,None,PPR,2017-08-28,Active
20698,PPR,2017-06-08,FSW-Outland,4,None,India,Kuwait,Ottawa,2017-07-11,2017-07-08,2017-06-08,None,PPR,2017-08-18,Active
26129,PPR,2017-06-08,FSW-Outland,5,None,South Africa,South Africa,Pretoria,2017-07-07,2017-07-06,2017-06-08,None,PPR,2017-08-14,Active
25668,PPR,2017-06-08,FSW-Outland,2,None,India,India,Ottawa,2017-07-07,None,2017-07-27,None,PPR,2017-08-10,Active
20869,PPR,2017-06-08,FSW-Outland,2,None,India,India,Ottawa,2017-07-07,None,2017-06-08,None,PPR,2017-07-21,Active
20988,PPR,2017-06-06,CEC,1,None,India,Canada,Ottawa,2017-08-15,None,2017-06-06,None,PPR,2017-10-19,Active
20544,Medicals Passed,2017-06-06,FSW-Outland,3,None,Albania,Albania,Rome,2017-07-18,None,2017-06-06,None,None,Pending,Inactive
20588,PPR,2017-06-06,CEC,2,None,Pakistan,Canada,Ottawa,2017-08-16,None,2017-06-06,2017-10-04,PPR,2017-10-04,Active
21067,PPR,2017-06-06,FSW-Outland,0,None,Iran,Iran,Ankara,2017-07-07,None,2017-08-08,None,PPR,2017-08-31,Active
30091,Refused,2017-06-06,CEC,2,None,Brazil,Canada,Unspecified,Pending,None,2017-06-05,None,Refused,2017-08-15,Active
29601,Medicals Passed,2017-06-06,PNP-Outland,0,None,China,China,Unspecified,2017-09-14,None,2017-06-06,None,None,Pending,Inactive
24808,PPR,2017-06-06,CEC,2,None,India,Canada,Unspecified,2017-08-18,None,2017-06-06,None,PPR,2017-09-13,Active
20559,PPR,2017-06-06,FSW-Inland,2,None,India,Canada,Ottawa,2017-07-10,2017-07-06,2017-06-06,None,PPR,2017-09-05,Active
21337,PPR,2017-06-06,FSW-Outland,2,None,Russia,Russia,Ottawa,2017-07-07,None,2017-06-06,None,PPR,2017-08-14,Active
20519,PPR,2017-06-06,FSW-Outland,2,None,India,India,Unspecified,2017-07-07,None,2017-07-28,None,PPR,2017-08-10,Active
20563,PPR,2017-06-06,FSW-Outland,2,None,India,USA,Ottawa,2017-07-07,None,2017-06-06,None,PPR,2017-07-20,Active
22698,PPR,2017-06-05,CEC,0,None,India,Canada,Sydney,2017-08-11,2017-08-11,2017-06-05,None,PPR,2017-10-21,Active
20278,Medicals Passed,2017-06-05,FSW-Outland,1,None,India,India,New Delhi,2017-07-07,2017-07-06,2017-06-05,None,None,Pending,Inactive
28004,PPR,2017-06-05,FSW-Outland,0,None,India,Qatar,Abu Dhabi,2017-07-07,None,2017-06-05,None,PPR,2017-11-07,Active
20458,PPR,2017-06-05,FSW-Outland,3,None,India,India,New Delhi,2017-07-06,None,2017-06-05,None,PPR,2017-11-23,Active
29046,PPR,2017-06-05,CEC,0,None,United Kingdom,Canada,Unspecified,2017-08-11,None,2017-11-03,None,PPR,2017-11-09,Active
20479,PPR,2017-06-05,FSW-Outland,0,None,Nigeria,Nigeria,Unspecified,2017-07-06,None,2017-06-05,None,PPR,2017-11-08,Active
33351,e-APR AOR,2017-06-05,CEC,2,None,Philippines,Philippines,Unspecified,Pending,None,2017-06-05,None,None,Pending,Inactive
21126,PPR,2017-06-05,FSW-Outland,1,None,Israel,USA,Ottawa,2017-06-14,None,2017-06-05,None,PPR,2017-10-25,Active
20940,PPR,2017-06-05,FSW-Outland,1,None,Russia,Russia,Warsaw,2017-07-07,None,2017-06-05,None,PPR,2017-10-05,Active
24277,PPR,2017-06-05,CEC,2,None,India,Canada,Ottawa,2017-08-11,None,2017-06-05,None,PPR,2017-10-02,Active
20768,PPR,2017-06-05,FSW-Outland,2,None,India,India,Ottawa,2017-07-07,None,2017-06-05,None,PPR,2017-08-10,Active
21196,PPR,2017-06-05,FSW-Outland,3,None,Venezuela (Bolivarian Republic of),Colombia,Mexico,2017-07-06,2017-07-06,2017-06-05,None,PPR,2017-08-31,Active
24824,PPR,2017-06-05,FSW-Outland,2,None,India,India,Ottawa,2017-07-07,None,2017-07-27,None,PPR,2017-08-09,Active
26534,PPR,2017-06-05,FSW-Outland,4,None,India,India,Ottawa,2017-07-06,None,2017-07-29,None,PPR,2017-08-10,Active
20963,PPR,2017-06-04,FSW-Outland,2,None,India,India,New Delhi,2017-07-06,2017-09-21,2017-06-04,None,PPR,2018-07-16,Active
24744,PPR,2017-06-04,FSW-Outland,0,None,India,India,New Delhi,2017-07-09,None,2017-06-03,None,PPR,2017-12-14,Active
26598,PPR,2017-06-04,FSW-Outland,3,None,Bangladesh,Bangladesh,Ottawa,2017-07-07,None,2017-06-04,None,PPR,2017-10-27,Active
30200,PPR,2017-06-04,CEC,1,None,India,Canada,Unspecified,2017-08-11,None,2017-06-04,None,PPR,2017-10-02,Active
20419,PPR,2017-06-04,FSW-Outland,2,None,India,USA,Ottawa,2017-07-12,2017-07-27,2017-08-03,None,PPR,2017-09-12,Active
23300,PPR,2017-06-04,FSW-Outland,4,None,Nigeria,Nigeria,Ottawa,2017-08-01,2017-07-07,2017-06-04,None,PPR,2017-08-21,Active
21434,PPR,2017-06-04,FSW-Outland,2,None,South Africa,South Africa,Pretoria,2017-07-08,None,2017-07-27,None,PPR,2017-08-15,Active
25512,PPR,2017-06-04,FSW-Outland,4,None,Russia,Russia,Ottawa,2017-07-07,None,2017-07-31,None,PPR,2017-08-15,Active
20435,PPR,2017-06-04,FSW-Outland,4,None,India,India,Ottawa,2017-07-06,None,2017-06-04,None,PPR,2017-08-09,Active
26027,PPR,2017-06-04,FSW-Outland,3,None,Nigeria,Nigeria,Ottawa,2017-07-07,None,2017-06-04,None,PPR,2017-08-04,Active
25998,PPR,2017-06-04,FSW-Outland,0,None,Unspecified,Unspecified,Unspecified,2017-07-07,None,2017-06-04,None,PPR,2017-08-04,Active
21404,Refused,2017-06-04,FSW-Outland,2,None,Unspecified,Unspecified,Abu Dhabi,Pending,None,2017-06-04,None,Refused,2017-07-07,Active
21300,PPR,2017-06-03,CEC,2,None,China,Canada,Unspecified,2017-08-11,2017-09-22,2017-06-03,2017-09-28,PPR,2018-09-25,Active
20353,PPR,2017-06-03,FSW-Outland,1,None,Iran,UAE,London,2017-07-06,2017-11-20,2018-06-20,2017-10-30,PPR,2018-07-13,Active
48985,Medicals Passed,2017-06-03,FSW-Inland,1,None,Jamaica,Canada,Unspecified,2018-03-31,None,2018-05-16,None,None,Pending,Inactive
20315,PPR,2017-06-03,FSW-Outland,1,None,India,India,New Delhi,2017-07-07,None,2017-06-03,None,PPR,2017-12-28,Active
21275,PPR,2017-06-03,FSW-Outland,3,None,India,India,New Delhi,2017-07-06,None,2017-06-03,None,PPR,2017-12-18,Active
28220,PPR,2017-06-03,PNP-Outland,1,Ontario,India,India,Unspecified,2017-08-10,None,2017-06-03,None,PPR,2017-12-15,Active
20685,PPR,2017-06-03,FSW-Outland,2,None,India,India,New Delhi,2017-07-06,None,2017-06-03,None,PPR,2017-11-23,Active
24436,PPR,2017-06-03,FSW-Outland,1,None,Pakistan,UAE,London,2017-06-14,2017-10-05,2017-10-05,None,PPR,2017-11-15,Active
20948,PPR,2017-06-03,FSW-Outland,1,None,India,India,New Delhi,2017-07-07,None,2017-06-03,None,PPR,2017-11-16,Active
21117,PPR,2017-06-03,FSW-Inland,0,None,Brazil,Canada,Unspecified,2017-08-04,None,2017-06-02,None,PPR,2017-11-09,Active
26438,PPR,2017-06-03,CEC,2,None,India,Canada,Ottawa,2017-08-16,None,2017-06-03,None,PPR,2017-10-31,Active
20898,PPR,2017-06-03,CEC,1,None,India,Canada,Unspecified,2017-08-10,2017-09-26,2017-09-26,None,PPR,2017-10-20,Active
20755,PPR,2017-06-03,CEC,0,None,India,Canada,Unspecified,2017-08-10,None,2017-06-03,None,PPR,2017-10-20,Active
29878,Medicals Passed,2017-06-03,FSW-Outland,3,None,India,India,Unspecified,2017-07-30,None,2017-06-03,None,None,Pending,Inactive
25637,PPR,2017-06-03,FSW-Outland,1,None,China,USA,Unspecified,2017-07-12,None,2017-06-03,None,PPR,2017-09-06,Active
21834,PPR,2017-06-03,FSW-Outland,2,None,India,India,Ottawa,2017-07-05,None,2017-07-28,None,PPR,2017-08-10,Active
26916,PPR,2017-06-03,FSW-Outland,1,None,India,India,New Delhi,2017-07-05,None,2017-06-03,None,PPR,2017-08-29,Active
28167,PPR,2017-06-03,FSW-Inland,0,None,India,Canada,Ottawa,2017-07-13,None,2017-06-03,None,PPR,2017-08-25,Active
20562,PPR,2017-06-03,FSW-Outland,2,None,India,India,Unspecified,2017-07-07,None,2017-06-03,None,PPR,2017-08-10,Active
20355,PPR,2017-06-03,FSW-Outland,1,None,India,India,Ottawa,2017-07-07,None,2017-06-03,None,PPR,2017-07-21,Active
29481,PPR,2017-06-02,CEC,2,None,Iran,Canada,Unspecified,2017-08-13,None,2017-06-02,2017-09-10,PPR,2018-05-30,Active
21144,PPR,2017-06-02,FSW-Outland,1,None,Pakistan,Pakistan,London,2017-06-11,2017-08-11,2017-10-05,None,PPR,2017-11-15,Active
20433,PPR,2017-06-02,PNP-Outland,5,Ontario,India,India,New Delhi,2017-08-10,None,2017-06-02,None,PPR,2017-11-16,Active
34110,PPR,2017-06-02,PNP-Outland,1,Ontario,Egypt,Egypt,Ottawa,2017-08-10,None,2017-06-02,None,PPR,2017-11-15,Active
20401,PPR,2017-06-02,PNP-Outland,1,Ontario,India,USA,Ottawa,2017-08-11,None,2017-06-02,None,PPR,2017-11-15,Active
21227,PPR,2017-06-02,CEC,1,None,United Kingdom,Canada,Ottawa,2017-08-09,2017-09-26,2017-06-02,None,PPR,2017-11-01,Active
20868,PPR,2017-06-02,FSW-Outland,2,None,India,UAE,London,2017-07-06,None,2017-06-02,None,PPR,2017-11-01,Active
20300,PPR,2017-06-02,FSW-Outland,2,None,India,India,New Delhi,2017-07-06,None,2017-06-02,None,PPR,2017-08-11,Active
20303,PPR,2017-06-02,PNP-Outland,0,Saskatchewan,Ukraine,Ukraine,Kyiv,2017-08-16,None,2017-06-02,None,PPR,2017-10-26,Active
20360,PPR,2017-06-02,CEC,1,None,India,Canada,Ottawa,2017-08-11,None,2017-06-02,None,PPR,2017-10-18,Active
32123,PPR,2017-06-02,CEC,0,None,India,India,Unspecified,2017-08-15,None,2017-06-02,None,PPR,2017-10-18,Active
30461,PPR,2017-06-02,CEC,1,None,India,Canada,Unspecified,2017-08-20,None,2017-06-02,None,PPR,2017-10-18,Active
22079,PPR,2017-06-02,CEC,1,None,India,Canada,Unspecified,2017-08-08,None,2017-06-02,None,PPR,2017-09-26,Active
20274,PPR,2017-06-02,FSW-Outland,0,None,Russia,Russia,Warsaw,2017-07-07,None,2017-06-02,None,PPR,2017-09-19,Active
29387,Medicals Passed,2017-06-02,FSW-Outland,4,None,Nigeria,Nigeria,Unspecified,2017-07-11,2017-06-05,2017-06-02,None,None,Pending,Inactive
20522,PPR,2017-06-02,FSW-Outland,1,None,India,India,Ottawa,2017-07-06,None,2017-08-08,None,PPR,2017-08-31,Active
22751,PPR,2017-06-02,FSW-Outland,5,None,India,India,Ottawa,2017-07-06,None,2017-06-02,None,PPR,2017-08-10,Active
26901,PPR,2017-06-02,FSW-Outland,0,None,Unspecified,UAE,Unspecified,Pending,None,2017-06-02,None,PPR,2017-08-12,Active
20693,PPR,2017-06-02,FSW-Outland,2,None,India,UAE,Unspecified,2017-07-12,None,2017-06-02,None,PPR,2017-08-12,Active
20412,PPR,2017-06-02,FSW-Outland,5,None,Nigeria,Nigeria,Ottawa,2017-07-06,None,2017-06-02,None,PPR,2017-08-04,Active
25951,PPR,2017-06-02,FSW-Outland,1,None,Unspecified,Unspecified,Cairo,2017-07-07,2017-07-07,2017-06-02,None,PPR,2017-08-05,Active
24290,PPR,2017-06-02,FSW-Outland,4,None,USA,USA,Unspecified,2017-07-14,2017-07-25,2017-06-02,None,PPR,2017-08-02,Active
24034,PPR,2017-06-02,FSW-Inland,1,None,India,Canada,Ottawa,2017-07-15,None,2017-06-01,None,PPR,2017-08-01,Active
